ID_Client,ID_Location,ID_ClientCategory,FIO,Register_Date,MoneySpent,Purchases_Count,Adress,Birthday,Sex
205,3,3,øçêîìð÷÷âüãæêæùù÷îã,2014-2-3,4409,10,ûöøîöóùúãõâø÷ðúÿí÷÷,2015-9-24,æ
206,4,8,êúèëîððèèüãã öþûýî÷ýëñêú,2016-8-16,2252,10,áóåùìôûâ÷ðåúûä,2013-4-12,ì
207,16,2,àæ÷âæå÷áùäôúéúûãõóõø,2014-12-6,498,9,ãýöíèíèóüýíöüí,2015-4-2,ì
208,39,5,ðûúéúìéáþçàøæìðþààíøûñìæý,2016-6-15,3285,11,íøùàìúçâÿüâóîöáì,2016-11-5,æ
209,17,3,åëñûìöãðòãëâìùîí,2014-3-20,4681,4,ðüùíäúèòåðý ÷÷ùðêø,2014-3-8,ì
210,8,3,õïûóòôøíõïåçñôáðüïöãèì÷,2015-2-5,716,19,ú ëëüüõýðõÿþêäçêâçþ,2014-7-4,ì
211,26,8,ñàñðúþøðÿõõæð øíóùâ,2015-1-19,2707,17,ìÿúéøõàæèêøöáøùûêùâ,2013-11-28,æ
212,9,1,ñåýõçñ úüøäêñâóâóøð,2015-10-1,4989,14,â÷ûííäþåÿøìúþþïæ,2014-9-6,æ
213,3,2,âåüíõö èîìèìêæçûîêñëóý,2013-8-20,521,9,ùñâëäîÿéåæûø íðïèì ,2013-12-21,æ
214,4,10,ãìùöãýëâù÷ôê÷ðíäóúîøë,2014-9-11,4202,9,ññÿþìãûüóöûîùó,2013-11-23,æ
215,39,7,êôóãùöýóàãêï îî,2016-8-9,1019,1,ôáäíñõíýæð øìçîÿô,2016-10-10,æ
216,38,2,ûæýöòøòãçîëúáêòà,2016-6-24,4889,13,äèþú÷ððàÿñûçâà,2014-10-17,ì
217,24,9,ÿäüææçýðõîëøåíüëêí,2014-7-5,1245,20,ç÷ñõàìáä÷ìï,2016-11-7,ì
218,6,5,úãëéÿøæêòúììæâë,2013-5-5,858,4,ã÷îðüûùýïÿÿúíóíýùðí,2015-12-8,æ
219,17,1,í ù÷öäõâáãäèüã÷ãþòâýåûé,2015-5-21,1358,4,öóïéçíýïþýôüì,2016-6-14,æ
220,28,4,çùêïêøæÿõãúóóéùéêîûáãúý÷é,2014-3-13,1604,19, þòåöìïñþþüãùîæï,2015-3-18,æ
221,22,3,àê÷ñùöàëàýõöýùì,2015-1-7,797,2,õáàüíåïóúöãùòïã,2016-3-19,ì
222,36,8,õáèâûæúòúùèöãüî,2013-11-8,460,18,÷èçîäþïêôùöììäøàìëêè,2015-9-1,ì
223,25,3,ëöüêñýèõÿùïÿåýöïýúÿþñþè,2016-4-2,2000,12,øüþ ìêéùäðçéüðæû,2013-4-17,æ
224,15,2,ñíû ìðæùï÷ìúàëõû,2013-5-14,4930,7,íëáæèøìëèëââó,2013-10-25,æ
225,3,3,ðûéêøòçäóïùûáãæëãåþàð,2014-1-24,1861,9,úúöñòþîýè ñ,2013-10-26,æ
226,17,3,ìñêäþóÿçêóéóæá,2015-6-11,742,14,üæéëåüáëäãéú,2013-4-24,æ
227,8,1,òððöþáâðçúûÿãëýõêêð,2013-12-26,1654,9,ôøäóìõîéë÷üò÷ëãÿ,2016-12-13,æ
228,16,6,ûæîøèáäÿðõþììèþüõëãíåôýáé,2014-5-21,3664,20,åîïþçìéøîøêãäè,2014-7-20,æ
229,20,3,éâáóðãåçöôãõéçãôåí äæóíè,2014-7-13,3899,15,ãà÷èëèêëèÿîìòâûý,2015-10-28,æ
230,37,4,à÷çí÷ààíüíîãëøõéóþ,2013-5-20,161,5,ìõîñáïóøíúåìíûòöãé ,2014-8-2,ì
231,8,10,õéëóãìþáèôñáþóÿãúùøüæþû,2013-3-9,1704,19,ïóàçåøãçäçæöèâû,2014-9-19,æ
232,40,10,ûüóþâêñ÷æþäö ãç,2015-7-4,1295,1, ýÿæúïúçûòéúôô÷ýøïö,2014-5-3,ì
233,25,7,óúèêýðåúìúýïóÿáþåãø,2013-8-14,4025,8,úõàþñáûôõõùô úëï,2015-11-21,ì
234,39,2,ãêôòïáàäðõìúûéÿî÷÷ñàþú,2015-1-21,67,15,éùýñçîùáââï÷ëñõ,2014-3-2,æ
235,18,9,ãþðãêåïñÿúçîëþóòÿäóûò,2013-7-22,1179,12,êõîáàóüïù÷êåáÿçïôîü,2015-3-18,æ
236,2,8,ãýçêìöïåâääïøìïô áæúöõáæï,2014-5-20,1104,13,ãþáäÿãáèùëàêê ,2013-7-12,ì
237,23,4,õòèêüõáäðûýëòçéòàù,2015-6-3,634,16,ôâòí õ êãòòäêäöö ê,2014-9-6,æ
238,23,4,þéýðôþæâþäàðíäÿòì øàóîäôë,2015-10-26,2185,2,üýöîûïïæìýçøûéþ,2016-2-17,æ
239,31,8,çåøêáôìûâüüñáâ÷èïååñîá,2014-6-25,2253,11,óêêþåôäàåüííïú,2013-9-20,ì
240,14,5,ïïùâçöðñýÿâùõðïõíæóàñ,2016-3-12,1096,8,÷ûíüâ÷ àéàóáááâðéêæ,2013-7-4,æ
241,7,3,ííûãáûíçýàåðùà ÿæèøòøð,2013-12-16,2434,3,îááíûýëåøòþçìüñøóÿý,2016-8-6,ì
242,2,5,ýê÷óæûÿëòÿõú òïçýãèêñ,2013-1-22,2570,14,ââÿýáëèìâþùýçöïä,2015-3-19,ì
243,8,10,àèþøöïþñÿæøëìä÷òéòôæ,2016-4-20,454,9,ýðîøüýäìô  îíæíÿòäêý,2014-7-24,ì
244,29,6,áàíõçþáèìáôåíÿõìä,2014-12-3,4894,3,ô ïöýæóíáóüíððúýè,2015-2-12,ì
245,4,5,åûëíþëõòð÷íêøñÿíåàôð÷ð,2014-10-3,2467,2,æêûÿéãùïÿùå,2013-8-9,ì
246,23,2,íïââà÷÷âöã÷þæþ,2016-12-14,4959,3,æêùëêëìõù ðè,2016-9-5,æ
247,4,5,üûöáêó÷ýíèóñýðêñçþëøéí,2016-3-10,487,12,òøåìïþàåãýçí,2013-4-28,æ
248,1,9,åíãþíìçæíçæÿáõòóäî÷âìþ,2015-8-24,1700,3,úôñøûýçæðáööìêéáçù,2013-11-23,æ
249,27,6,óõóíò÷ãäëáè÷ðàêñà,2015-6-13,2997,8,þúñòòúþåôñûûíëûä,2016-6-20,æ
250,8,8,ùòèàãÿèíçîÿýäò,2016-10-17,751,13,íîúñýòúï óæðäåèþìè,2013-12-27,ì
251,19,7,öäáåêíàãíóýïìûüèàï ,2014-3-14,4361,18,÷ôóýûïâ÷þñíãâíì,2014-8-3,æ
252,31,1,ýîîóèéèùõäñóñåâòïêãæõóëþ,2013-2-24,3221,2,àãòåîë õæîÿðø÷ùüóàå,2015-2-4,æ
253,5,7,ýñäöøôýåòðø÷éêõùæâøâîàö,2016-7-3,2595,11, ôøèäúýââðñ,2015-8-13,æ
254,39,9,óæüüÿùã ëýæôîììòöõé,2013-5-18,4751,11,ãìãÿçèõðêüêáæçöê,2014-12-2,ì
255,32,10,âùâåø÷ëþêñ÷êÿ ôêýö,2013-10-15,2249,8,ûææíèéïàçàðáãæëùää,2015-3-11,ì
256,20,8,àöñóôèòíüóäòæüûåïöùûìÿìæ,2013-12-13,3385,2,ìôö÷è÷çÿàéôý,2016-4-25,æ
257,16,3,ùåðú éäúùôäíàîö,2013-7-18,1953,3,êòîãöáçáûñì,2016-2-24,æ
258,18,9, ûøá àýòùõåëéóôâ,2014-9-26,1695,1,ûáçæãëûûææôåç,2015-1-13,ì
259,25,1,öåéïíìÿóîöîôëíá,2013-12-28,3154,16,óÿêðîôéöàçíîìñòöÿã,2015-11-25,æ
260,9,3,åëääþøúëúàþàÿä,2014-10-1,1724,16,öãúÿèúáòñöâîó,2013-11-8,ì
261,40,10,ùüøôäíæ÷óÿäóòâðëøâðòû ,2016-1-8,2687,16,êãþ þñåàçåóãìõùæâ,2016-11-13,æ
262,8,4,öùëùîöÿêûòüíçúéçìáìÿå,2014-7-1,1380,13,áë ýñíïáöæÿïøøüÿä,2014-8-14,æ
263,1,6,äæöï úäýçñäùâïàþ,2014-10-22,59,9,÷ìþøãëóòíòï,2015-7-20,æ
264,26,2,îàúôçîûüïìá÷þë,2015-12-20,1380,17,åùú÷ñöõçåöà óïêõîáý,2013-5-9,æ
265,19,6,ï êäåöíïæöôýôââîäà,2016-1-18,627,17,ûìãèé÷øüíòçñéàùôûþû,2016-6-27,ì
266,7,4,áãíýðâô÷ðêäýà÷ èúüþñ,2016-4-21,2413,14,äæçêñþàûúäùøûôðä,2016-3-16,æ
267,25,7,ñãôýáùõâñùõïõðéçöö,2014-11-4,2742,6,æ é ýýìâöùöþáéýçúúóâ,2015-2-4,æ
268,1,4,ýìõãàúèîóþðìê þû,2013-8-13,4702,18,ýíèþöüåý ïû,2014-1-18,ì
269,7,4,ëöéüë õêôùðêøçö,2015-2-1,4149,13,äíãè ôýôðö  îùóûó,2013-5-19,æ
270,32,4,íûïõõèòïàññüøñåêëçöë,2013-2-3,2320,11,èøèþé êäþùõñââæýçõ ,2014-1-3,æ
271,36,6,ôåçäíøñþìþúåçëöçæêëèúåïà ,2014-2-19,368,17,öíøüéÿò÷óûøèöûèñöô,2016-7-3,ì
272,3,6,çøþãüìîüùãæõáòñáæÿâíõöéâì,2014-7-10,4931,19,áìåþàüèþíøñâüý,2014-10-13,æ
273,35,3,ûïôóâûí äêçøåâøé,2014-3-22,3057,8,úêóáã÷øóôçåðäø,2013-9-8,æ
274,36,4,áóÿêèêñùêñëáéùáù,2016-3-18,2896,16,ùêèóìôúïûëôõú ãö,2016-12-21,æ
275,28,1,øêúìíëãóõäòèîûè÷øüæò÷áòúä,2014-5-3,797,7,éíæìäãäôùöóåà,2014-11-14,ì
276,22,10,âãùæàùåêûìôýôðãó éâö,2015-11-14,3028,11,üàæíöûùîðïéììóúöèçáè,2013-8-11,æ
277,31,9,íÿçõô ùîìêõïìëëýèõðñêôñö,2013-10-16,857,13,áùûàûóîûåâýàÿéüý,2015-3-18,ì
278,31,7,ãáìáàýóàûäæêìâïúâô,2013-10-1,1799,7,éâãýüýõ÷òçøàê,2015-10-26,æ
279,3,5,çúá÷üøîþöèçöçüç÷âáóòðâëè,2013-6-8,4356,13,þåøùêëýøáèöï ò,2016-11-25,æ
280,27,7,ùýûëîñäæøñåâòäóóâíå,2015-1-12,4164,4,äíïðòúÿéåêù÷õååãîûóâ,2015-11-11,æ
281,30,6,ðñáë÷äõøîëïóæíöì þêöñþ,2014-4-7,754,12,üïîïãóäêð÷ùçû,2016-4-9,ì
282,32,9,ùáÿéûòìýùýï÷íæìíàêøäéæâ,2014-1-10,1734,15,óóìèõåôãñöøçêí,2013-5-27,æ
283,23,4,ñçèïæ÷ëåñäèçïæé,2014-6-10,1136,3,äìäâíô÷úèìõ æ,2016-8-15,æ
284,30,8,ãñéýèëëôàðìæ ñôñûôúû,2014-10-5,612,11,ðïóâîýùüìáæô ,2013-7-15,æ
285,26,6,èúêðÿîäòòóþùõ ö÷÷êóéûðï,2016-7-17,2734,6,þ æï÷êøòîóæëëëúíýýñö,2016-7-4,ì
286,22,7,ü÷ïîíááôùåøä÷ÿ àòÿä,2013-5-16,130,19,úõéæ÷á üüôç à,2014-6-21,ì
287,21,2,ø÷àñðêêçèíúøêäóæöä÷ãçóö,2013-1-10,956,2,ñåçõáù÷þèäÿçïìÿû,2015-4-15,ì
288,26,9,åêãåãàþëäÿáêçþòòæ,2016-9-14,3903,8,àøöåòíáöãââÿ ,2014-3-10,æ
289,4,10,éææèòÿãöõèàåóñ,2013-4-23,3095,14,ûãîûëíòéêî÷íûýëñ,2014-3-26,æ
290,12,2,ïéíòôôãíþøïæñåõãòý,2013-12-10,2462,6,ñâüâïôâ úüõàý,2014-9-14,ì
291,27,8,ÿ ñàùúâáñÿäñåúáøæïã,2013-5-23,1886,6,àùüéðåõçøêúíøæî÷ðéòà,2013-1-21,ì
292,4,1,ãìëôöðäåôñëíðàöý÷ð,2014-12-9,4754,9,èãáíâ÷ÿííûøñïûâöäèî÷,2015-11-1,æ
293,23,10,õÿö÷ ÷áëí èüðìçéïöðãèôúäø,2016-12-24,3635,18,ãáüð â îàûë÷,2016-7-1,æ
294,22,6,øáñìíáãëççáù÷äø ï,2013-10-6,3745,9,ÿáëéíá÷ ôãèþ,2013-3-28,ì
295,23,4,ïê ôêæð ãâóöã÷ô,2013-12-11,3653,6,ýûëõéýåâüâöõäê,2013-6-21,ì
296,16,3,þìãùíúåïýéáöõïöïíåääïã÷,2014-12-26,853,10,ïèúüâüêÿæùè,2014-6-20,æ
297,15,6,úäõëðáýïôäâèåçþöòèìøúæ÷ðí,2013-11-24,4949,4,î óüõîóûñðóèøí,2015-10-2,æ
298,35,3,úùâý÷ëàÿïùøàèâ÷çóìèèàä,2014-12-12,1741,20,áàáåà÷ææðøåæð÷ûöò,2016-10-6,æ
299,33,4,úûðñïüîûôéçøèõîñý÷õèýêïç,2016-12-12,212,7,õéëúðîûýáúäú÷ê÷,2013-7-13,ì
300,19,1,åïçëêòåûàôèèõæèçâðéþ,2013-8-10,516,9,âéüÿáéüôþðý,2013-5-1,ì
301,26,4,îäï ëìéþýõéóúöçúû,2016-12-26,4580,19,ÿûåéàü ûùàûüÿáúòî,2014-8-4,ì
302,36,4,íæìäêúëåõëïêçðþúõëòþøôðá,2016-9-10,3766,10,éíàæøóüáîòîçôñàçéôþæ,2014-8-26,æ
303,30,3,åøåëöà÷îýüëàöóùûäæ,2016-7-10,1040,11,ûäýòçñõéùææèéÿé,2015-10-15,æ
304,39,9,øçå îíõáìöçòíãààôüôö,2014-3-22,4565,17,ñúóð  ûùæöíøô,2016-7-24,ì
305,39,5,çæøøíïøþÿíéøøéñé,2013-10-20,1347,1, ãååæôñóîåäîþëìùèèù,2015-8-4,æ
306,22,6,õõÿõûûååúøìøôÿ,2016-9-12,548,6,óþ÷äõáðòáëäó,2015-3-13,æ
307,11,4,÷çâøøþûóíàóï÷õèíáêõìêêúô,2013-12-13,633,15,âèüêàæàø÷ýòé û ûå,2016-3-21,ì
308,27,8,üóìèéûúðçñãÿúåôÿâõ,2014-9-22,4147,13,ààíûâÿ÷ââøêé ë÷ýé,2013-4-9,æ
309,11,10,îððÿãùýåæþç óèãõàôòüöý,2015-6-7,3152,14,øæèðïÿëõòùùäèäýðæ,2013-3-9,ì
310,26,1,ëçúñýàô÷ãàìþ÷î ëÿãê ,2015-11-15,1578,9,äâêëòûêêñôïåþù,2014-12-6,ì
311,32,6,ôþ ãëùíöÿàãè àýúêñóöçüõô÷,2016-7-17,3306,17,ûâøáñíìùîîäøàå,2013-6-18,æ
312,32,9,ìæðûîð ëéêàëóâ,2014-7-10,474,13,ìäøæùüêãòçïäúò,2016-7-4,æ
313,11,2,äáëåæëíúáðïþýáæöïêêéåàæ,2013-6-11,476,20,óìüõýäÿÿüïþîñáìô êê,2016-5-17,ì
314,24,9,öýæ÷ üæâÿøìëçõæ,2013-1-14,2236,11,èéòþ ììõ÷ðëû,2016-12-28,æ
315,34,9,öäéþðäÿäçõãìâãâøçòáå,2013-4-23,3265,1,ãøëæãñäùèâêúé,2015-8-23,æ
316,10,5,þïöä âèà÷ðèíüýàåòïãïÿëòó,2014-7-20,817,15,äñûäïõøùâýýçå,2014-10-28,æ
317,3,10,âåûîáÿýþñôõâìñâýê,2016-10-16,3339,20,ãú÷úáðø÷ããûèïÿü,2013-4-16,ì
318,35,2,òïôöåìòìúþþáóñÿúë ÷ÿïóö,2016-5-12,3095,19,éëòôçäóåýéêûåå,2013-2-14,æ
319,33,3,÷âáàúá â÷õõüýîèýýû îåáûð,2013-12-21,4782,19,ãçïïôôôæù ääëóìã,2016-9-10,ì
320,8,4,øôôäåüöåçîåçÿçðí,2016-12-19,597,20,ý îæéâñðûùôô,2014-9-9,æ
321,11,7,ááýúáðóéííôüþàáï,2014-11-14,4213,8,îå÷æþ÷ñãõáý,2016-5-26,ì
322,26,3,ãÿÿóüäéìîïúúïàâ ëáþüäè,2015-10-22,2880,17,úêëéãæóàèëöðÿôö÷âþ,2014-11-13,æ
323,29,2,øþôñáøòäïéæõòäðæõîìñ÷è,2015-1-10,4907,7,øéùùáöùüóéáëóçê,2016-6-9,ì
324,31,10,õðåïðñîÿîùïîó ñ áëôéö,2013-4-11,716,5,èîèäóäóûá÷ÿ,2013-12-19,æ
325,27,5,ëïèìòôêúöìáÿâéááõúûù,2015-3-4,4601,5,ôåàíóõóàéúöóüíìøïèüþ,2016-4-9,ì
326,35,5,àì óäîáû áþëçàñéý,2016-3-4,2204,8,ìòõëìæôèýêðêó,2016-11-23,æ
327,18,8,ïåûþòæáãôæýëàäëãäýøûëæ,2015-7-5,3622,1,ñåììöôèðçùîð íå,2013-10-11,ì
328,1,7,ü þðãìýæýíëóíòûïäþ,2016-6-19,2532,16,ïïáäýùâÿðñöñõ,2013-11-6,æ
329,28,7,úãøìõàáæñéîæóûÿòêôý÷îìã,2015-5-8,1673,1,ú÷àòäéÿçúçí÷üðë÷üÿ,2015-4-5,æ
330,20,4,èüíââäñùêçðîíøðìþòçâòúæöæ,2015-11-26,2747,3,ë÷øíÿÿõçäñ éî,2013-6-14,ì
331,15,5,æääöîé õíûðàáôïéöòãùó,2013-9-7,2614,4,ñìóùùâûøçñêýø÷úññçôë,2013-6-15,ì
332,35,10,úòòúááúýîðçëà ï èïíùúïò,2015-7-11,3078,11,ãüáëæûþüÿæçè þéä,2013-12-13,ì
333,14,6,ýéÿåü÷ñÿô áõêýåöâêð,2015-4-12,1482,16,õûôæýôþì÷êôãð,2015-6-9,æ
334,5,6,âæãôò÷òþáúéñíâ,2015-7-15,2195,4,üüâù÷ø àúïæþåéëëê,2016-9-28,æ
335,9,10,çûçû úãþþþüæôá áðáøè,2014-7-24,4156,11,øäûìþþöîùàïæàñòÿùãé,2013-6-2,æ
336,4,5,ýó èñèæÿóíæùøê,2014-4-26,1539,13,öñæöïúÿûìíìêáüø,2013-6-28,æ
337,37,4,ó õãüòòâûáëñáïúñõ,2015-8-14,4974,17,ççýÿûíåéòàåúóõîá,2013-5-25,ì
338,1,10,öøööãáñ÷âíôãéçáïáþëøáöâãé,2016-12-16,1387,2,úèæ íöû áâ÷è÷áïæ,2013-12-14,ì
339,22,5,âûöãìãøû ðíëðñþíüô,2016-4-25,886,9,áüï÷ô÷éèåììãöû,2015-8-9,ì
340,27,7,èçõþëþçøøýäîêõèñôçìïûëóõø,2014-10-12,954,14,êúîîîñôêíéáöø,2015-10-12,ì
341,6,1,ïõè÷èêã÷ äúãõçòá,2016-5-6,4466,4,ýëöãýææûçáéû,2016-5-5,ì
342,18,7,ûñîíïüõàôãýõâèä÷çáõãä,2014-3-11,2527,18,æÿøçùøèîøïáøéå,2016-10-10,æ
343,22,9,í èè÷ÿúõùõùïîæóîâöð÷ÿ,2013-10-14,4848,9,èðûóêðæöúèíäàïä,2015-9-16,ì
344,3,2,æóòõö  ûóìäð  èü,2013-4-18,1975,9, çýíãæçåìýà,2014-8-19,ì
345,3,10,óáòêñýäæîäÿüýîé ëêôîñóöü,2013-9-12,2853,13,îìíàäêò  ôîû,2015-4-27,æ
346,12,1,ÿã âùïãâê÷óàãâçñüñùòæîøóö,2014-7-4,1834,8,ó÷øóÿøÿÿõàñèðç,2014-5-24,æ
347,38,8,òðíë÷öíùõåüæóøûïòåàâöó,2014-2-7,3225,6,ïðô÷êüàýñÿë÷ùèçü,2015-1-8,æ
348,10,6,îíêðãçïúîóõãæûõëçíöúâçòï,2013-3-19,671,1,õêôôâéåóÿôê,2014-9-3,ì
349,2,2,äééüäðÿÿì ññâüëþéùêïòñëý,2015-10-6,2704,18,ÿáãûçëîâ ïçô,2016-11-11,ì
350,40,4,öðþþåîôáãýáûôîàòç ãû,2014-9-14,1122,18,óâãòíõÿåìèüïæé,2016-2-8,æ
351,20,5,òìáüìðîøéàâùêòõ ñüø,2015-5-2,3572,1,éóóúùðààþ æòêðå,2016-4-25,æ
352,26,10,öìèüüæïæñïþæòêàçàòàëõ ,2014-1-5,3121,5,êûêûì÷øâ äùää,2014-5-25,æ
353,26,5,ìöôúöõäíòòìâéøïõêýð,2013-6-11,4981,17,óóýõú óâõåþ,2016-5-12,ì
354,34,5,âáðíàêáëîùðæãìþûáäåãóò,2013-10-22,3962,11,òõóòùåõýöíâýþ ÿö,2015-3-23,ì
355,22,6,æþóü÷ÿÿüèõöæýúåü ûä÷èåüâ,2013-6-28,4414,8,åòèòíïâéóöî÷ää,2015-9-18,ì
356,38,2,ìêÿïãæñûäúëñ÷ôâ,2013-6-11,1062,10,ííþâýæèâ÷êóëñáõòóò,2015-2-28,ì
357,9,9,òíô÷íô÷òäèïóýýþäúíõá,2015-1-5,2365,7,ÿàýùóúòàæéû,2016-6-22,ì
358,15,2,òî÷øãàãöñãäþûóþûöþâþèîãàè,2016-12-21,1834,5,ÿþ òèâýêüóö,2016-12-4,æ
359,26,3,øóúéùüõôå÷êöëýõø,2016-4-23,1522,18,ùíóðûøûâ îõåîý,2015-1-18,ì
360,23,9,ìöîìúòñâëÿèãýê,2014-8-12,4061,4,àÿæâøóúãúìíæ÷,2016-9-28,ì
361,24,9,äçãêáåûùàáïàýúê äóùú,2016-3-14,2685,11,èéâàõÿñâüðûìàðëñóÿî,2016-6-6,æ
362,7,7,ááäëý÷óøáñáíããäîêæùööûèì,2014-10-11,4693,9,àæíîìïë÷çøúçëùþêãïñ,2016-1-23,æ
363,23,1,ãñùââòúôöò óöÿö,2013-8-17,2330,1,áýôòóò ðëåûæý,2015-11-11,ì
364,33,3,ìîïò÷ææññï éåêõñ,2014-4-1,2151,5,ù÷íåëëòñ ìöïæäù,2016-2-21,ì
365,19,7,üàÿôýûöðãìúêùÿöãïö,2014-7-6,2277,7,åñôèüëîà÷íð ôùäìò,2016-6-21,ì
366,18,4,èñæêùöáøðúáýæøø úöÿûþùæìç,2013-2-13,297,3,úôäóê÷ø ùùàññóÿòþï,2014-6-26,ì
367,12,5,éëñ þùáêùìôêóåîðçïõêùû÷,2014-4-27,1324,19,äðæêççõäøìäæýïôø,2015-8-13,æ
368,6,9,ðòæéðëóâþøëøèõìï îÿ,2014-9-27,1256,14,àèþíñäãïìãþöõ÷ùõ á÷,2014-7-15,ì
369,40,1,ùàæëñ ñ÷üûíåðãáùÿèð ïòø,2015-7-19,12,3,ûåúëñçêúèöúáÿáèÿýîôè,2013-5-24,ì
370,9,6,ÿëîðêöâ ýðý ýìúàëèðì,2016-12-26,382,7,äæ÷ÿð÷å÷çòìþ,2014-4-9,æ
371,12,6,èëýëíóæææõèàÿáéäèôæôþ,2014-4-25,1161,20,çôäñêôççàöâà,2016-2-16,ì
372,19,10,ÿíëîññëÿôöçêûáã,2014-5-28,4461,19,üöêùõáãúëéáîâûçæù,2013-8-15,æ
373,11,2,þùúö÷÷óýàíñâîüäñòâ ôö,2013-9-24,3930,12,ÿòêèòæúõàäòæñâéøå,2015-2-23,æ
374,36,10,âúëãèäçêäèäïèøûäñòæéäæ,2014-5-12,1597,20,øöèðÿâæãìðøóøù,2014-4-6,ì
375,34,7,òàáè ä äøçùïîöòçææþëùõ,2016-8-24,1084,6,ûåÿûûæ òùàþúýôð,2016-12-25,æ
376,21,6,çìì÷þïìåöïûùáöãÿ,2013-8-27,798,3,ðëùîüüûîóìþýëæçíõçÿ,2016-2-27,æ
377,26,10,äæðüà åýôùðàæî,2013-8-22,3841,18,âëâïøç÷ûñèðãøöóäùæó,2013-7-25,æ
378,31,10,úèöý ïðêû÷þðçàîÿæíïôöüê,2016-5-2,1458,2,äöõüââþëúîÿâòúàâ÷ã,2014-12-8,æ
379,25,10, êêùñ÷øàõûéûðøìôðõáóûñìù,2014-4-4,4065,2,â÷öûãôùáãêÿ,2014-12-13,ì
380,38,4,âíàìýüûñèíèáâ÷õíëýðû,2013-12-23,2543,9,ûðÿîòåëüçç áô,2014-9-6,ì
381,36,9,ýõï êê åáòÿàùîóæõöëëáîðéï,2014-5-21,3993,10,ãûùïéíúõéâôöòùééîçç,2016-2-25,æ
382,37,4,åôëè÷ãâÿíðïóþêôà,2016-10-10,983,2,þâöéûüúôéýâÿöõ,2016-5-4,æ
383,3,8,ûèðùíñëü ñæöðíâøõàë,2016-9-9,4233,12,àèñîåáè éâìëýáúê,2015-8-9,æ
384,33,9,óý÷îôõáæ÷ôöêòøûö,2015-7-24,273,4,åâüæúôàúýõæçòýéâ,2013-3-27,æ
385,27,3,÷áú ûåùûóðîøð÷òíäîîÿøýöñú,2016-11-7,3628,12,óûøöüúúøèü÷åæùúç,2014-10-12,ì
386,10,9,åû÷æñõíòõîçùãöí ö,2015-9-10,575,7,çìòøäéáýðôãåëçèîûøÿ,2015-4-19,æ
387,1,10,ììçùëäîþûãîäòðéø,2014-2-20,3943,6,ú þîãöóëëðäâöòòëãÿ,2013-11-28,ì
388,37,6,çéÿãàöãìâôòÿòþïüüþêêûæú,2016-12-19,3290,5,øñúþùþçäâó÷ùþòëïù,2014-6-16,ì
389,30,2,óûéñìïìöøîö ðøåùàýåáä,2014-4-25,2466,4,ïðàä ãôôàùþåäêáèñ,2013-6-4,æ
390,10,1,áåêêàøñøáñäøäâëæûèúíýåì,2013-8-5,2977,11,ÿóùáðóùôìèöëâçëèüã,2013-6-22,æ
391,32,3,éûøâüõóúáäï þíèò áà÷å,2014-3-18,4559,13,ûàûðàòêõìõõé,2016-6-16,æ
392,24,10,ðòÿìøëçãåÿãüðü øóõ ëííãèé,2015-1-17,3467,10,ïöùëìððâüïã,2014-3-25,ì
393,7,10,ÿáêáîòôîçïâüçøÿøòçæééú ú,2015-12-27,2541,1,çáúìÿ÷éüõéöê,2013-11-2,ì
394,9,3,ðäìèüéàìâäéàåæô,2016-2-17,2215,6,àåïúìüäìþóøäúâñçèöö,2013-9-26,æ
395,25,1,àçðñîáäýâëâôöòæ,2014-4-12,1057,17,äé ñþèëýèòþêëæö ,2014-11-6,ì
396,19,4,þúäúùëêúãéðüòóîéàåâú,2016-9-16,4900,2,ïöóýùèæùâñóçûêêüú,2014-4-13,ì
397,6,5,ä òõòíþððúúéãõãñåôâÿíò,2013-2-4,1166,5,ééüÿëéôûø ÷ÿþ,2014-1-22,æ
398,20,8,çôùàáøùóåããðåêæ÷,2015-6-18,72,4, âå üòäô÷ðá÷ë,2015-3-26,ì
399,4,3,èûþà  àæîôî÷úþéáèéüôîûáû,2014-7-10,4160,14,ìéêãéäüéíðïôãû÷ÿé,2015-2-28,æ
400,32,1,ííþðáìæ÷ãçæáíüÿíù,2015-7-19,1895,15,àûðÿúìàçôéöíü ùåö,2015-2-10,æ
401,14,10,öðõàúùáàêíûÿúûúòóíìôäí,2014-2-13,4035,8,íðûþùúâàûõàèñêüôá,2013-6-18,ì
402,7,3,æÿøèõéÿñúà ÷ø÷àêèýäêúò,2015-1-22,3535,13,åðþ÷øøõúøæâô,2015-3-22,æ
403,25,9,åéæôððàéúõéäìøáôçîÿëð÷,2015-7-18,832,4,åýþøààíâôòèûé,2016-9-15,ì
404,30,7,þýæì ä ãëüõðýæå,2013-2-4,833,3,è÷ïîöüðøà÷ç,2014-9-24,æ
405,25,6,æ àîéôýõíêòûíêé,2016-8-9,3431,6,üåâÿô÷íðáõêúééó,2016-10-15,ì
406,2,3,éâåøøóáõáìñóæìòùýðíþü÷íòù,2013-12-5,1564,7,ýååìäÿï÷èûáà,2014-9-2,æ
407,38,7,ááûæíõûòÿå÷äíðüÿíê,2013-10-28,1025,7,ÿöüá÷ââëåóøëòç,2015-11-4,ì
408,11,3,ðþüè÷îìøïýôõàúðâî âñõ,2014-10-19,2865,17,íøÿþûëèïìÿäùðè,2013-8-28,ì
409,15,2,úøîíóø áãîòîæäüÿíáðüæô,2013-4-27,1467,10, á÷ýáäéóçòù ëñøæ,2015-9-7,ì
