ID_Client,ID_Location,ID_ClientCategory,FIO,Register_Date,MoneySpent,Purchases_Count,Adress,Birthday,Sex
198,28,9,ץטüלזזכû‏םל‎ןפהם,2015-5-6,447,7,ש‏ששףו‏קטסץ,2014-4-19,ל,
199,24,9,מחהÿהטץםתזûÿפזע,2014-10-21,2616,18,üכÿןלûחי‏בהי‎טגפ,2015-3-24,ל,
200,31,5,ûנסüבנûוע‎פצךעÿרדסוûרר,2014-4-7,2254,14,דüזתשצ‏üצü‎םץהםאןû,2016-8-28,ל,
201,6,2,אםלםÿ‏נרץספצאÿ,2016-6-10,2621,2,ש‏הזמרוןןכפעüÿג,2013-2-6,ל,
202,30,1,בתץ‏דו‏דפצדםךקפ‎ףסיû,2015-1-2,1243,18,‎ÿצלכ‎ים‏דûסהרדד,2016-5-15,ל,
203,4,3,זךץ‎ûעךתסד‎עתק,2015-1-15,2482,4,פדגןתשךüזראדצûאא,2014-1-12,ל,
204,16,7,פקûתך‏ךûתקגלאבפט,2013-2-6,702,13,הוקףת‏קסדתהיüל,2016-6-27,ז,
205,30,4,û‏בההצ‎והןזלכיםץפגי,2014-2-3,4409,9,קכוית‎גשסגעט‏חאכרצü,2015-9-24,ז,
206,23,8,יהמןüû‏אחאתןףםבכזüרû‎ךרב,2016-8-16,2252,9,‎מÿעשףייסףםלתג,2013-4-12,ל,
207,15,7,אויקןעפתסגגüלצûסלץûצ,2014-12-6,498,8,רשש‏סדאÿנ‎טיןמ,2015-4-2,ל,
208,26,9,ÿדטתקקההתזיÿסםףגדבפטעףחפו,2016-6-15,3285,10,אלביםתצואךטלüוךם,2016-11-5,ז,
209,6,1,פךטאןמÿעפכ‏כבüיץ,2014-3-20,4681,3,ÿרפûגיםיידששÿםעלעף,2014-3-8,ל,
210,37,2,ûשאףףûתז‏סעסÿגגûצ‏יףוספ,2015-2-5,716,18,פנחן‎פûלרךבולסךרסכü,2014-7-4,ל,
211,8,7,הפבסךןÿהחתüצü‎מסתץל,2015-1-19,2707,16,ÿזממשזדעדדתובבפעה‏ל,2013-11-28,ז,
212,6,2,השמÿמלדשעווכתשטז‏מי,2015-10-1,4989,13,וחגבדנ‎טאüמרךעלר,2014-9-6,ז,
213,14,4,וםןיכיפמת‏ןסתדכ‏פסלקער,2013-8-20,521,8,ןףןעקךûÿאוכלאמןרךאמ,2013-12-21,ז,
214,38,8,ססחפןז‎צבך‎םפכעלאלüÿנ,2014-9-11,4202,8,ססתראסףאלתםםסי,2013-11-23,ז,
215,31,9,üשץררסםסןגפנצדף,2016-8-9,1019,0,סטמםחדונחךûחשפבןע,2016-10-10,ז,
216,18,7,חÿהר‎ארüתץפקüעךד,2016-6-24,4889,12,גÿלטקףצץץםםדץנ,2014-10-17,ל,
217,35,7,םכצצה‎פקיפבדמחא‎ûנ,2014-7-5,1245,19,כוהפלשוûקûפ,2016-11-7,ל,
218,19,2,ÿלוך‎סûאפבלבףüס,2013-5-5,858,3,לÿפצ‏ןמןÿזüדול‎ישüם,2015-12-8,ז,
219,35,4,כםאלךÿזלאדלירחףףצפקכילÿ,2015-5-21,1358,3,וÿ‎ערועבאסוהד,2016-6-14,ז,
220,21,8,תטךצליבב‎הלךûûףנü‎üםדץףכÿ,2014-3-13,1604,18,‎‏בנכףבפקיףאטש‏פ,2015-3-18,ז,
221,11,6,‏ת‏שך‏שףףשחכחסי,2015-1-7,797,1,אחסטףנךתגןטםüטמ,2016-3-19,ל,
222,21,4,לץןפקזהאשץûםתצט,2013-11-8,460,17,ךקוךû‎טאגםימגמ‏זףךתÿ,2015-9-1,ל,
223,16,8,חטךואûף‏פאחגןאפעקרץמגתח,2016-4-2,2000,11,האהüüץכתישתפגקטש,2013-4-17,ז,
224,11,8,ףגבפש‎ךגנףפטפוהה,2013-5-14,4930,6,צגזנוüדû‏גבעא,2013-10-25,ז,
225,29,5,ק‎שיאקנüג‎צבכש‏עÿםפרן,2014-1-24,1861,8,üÿעûיעלעסנל,2013-10-26,ז,
226,21,5,פיûהûמ‎ימפםנףû,2015-6-11,742,13,üחו‎לךגסלנרש,2013-4-24,ז,
227,26,4,ףצךטנבוג‎גבכמץאםן‏ב,2013-12-26,1654,8,קשבענת‏צפüלץ‏בנל,2016-12-13,ז,
228,18,4,םךיûחידוגןםןךזüכשנףאיףקנז,2014-5-21,3664,19,קÿריףנ‎‎שאלפדמ,2014-7-20,ז,
229,4,6,סחניףזלךנטףךןסכטגףםךהפקז,2014-7-13,3899,14,סûרגעהשטדנאקלסגü,2015-10-28,ז,
230,21,3,סüאררףÿקכטעהםחידגס,2013-5-20,161,4,גףחהכנזבכםשמףותלסדת,2014-8-2,ל,
231,22,3,ףקנכûרךטגהûףביטסרנלÿ‏ך‎,2013-3-9,1704,18,‎ÿעבמךאםיü‏תלןכ,2014-9-19,ז,
232,38,2,ךסשקךüששבדÿעץגל,2015-7-4,1295,0,קחמגרצססלצצלüאטוזכס,2014-5-3,ל,
233,9,8,דÿץגÿםבûבÿהךכ‏נכצןח,2013-8-14,4025,7,פמסךיüÿסשûשאקÿנן,2015-11-21,ל,
234,20,3,פשתשלספאן‎ץס‏יוהבמלםכב,2015-1-21,67,14,ץשפÿקפüתןףיףהנÿ,2014-3-2,ז,
235,13,4,עויץתא‎ךכ‎ץקומטחצףיעז,2013-7-22,1179,11,ÿרםהמףךבשחךלןÿûנאפב,2015-3-18,ז,
236,17,4,עזפרףûוסאחטרדûקטצרגטרסüךא,2014-5-20,1104,12,ûםגץקמבעצפל‎יש,2013-7-12,ל,
237,11,1,û‎ףןעתÿהדלמדזוארהצ,2015-6-3,634,15,פק‏ךעאעüם‏מךÿןגמןנ,2014-9-6,ז,
238,26,9,האÿשת‎מûטצתףםÿצצûףונûוקüס,2015-10-26,2185,1,ÿעעפûףקעצûטÿץץû,2016-2-17,ז,
239,20,9,נטסשןןףךמצפיכפüםמגןשûא,2014-6-25,2253,10,ÿצ‎סליצןתךעûעמ,2013-9-20,ל,
240,6,1,זכיקח‏רüיחלץ‎ילÿגפûבמ,2016-3-12,1096,7,עפ‏ומזץפהתפגסכשךקדר,2013-7-4,ז,
241,3,5,ךסקהפמנהמףטךףבךגםטץדכם,2013-12-16,2434,2,תצחנעטטעדצצÿ‏גÿשםרע,2016-8-6,ל,
242,33,8,ûכג‎שלעצצÿרוהבםמךלץûש,2013-1-22,2570,13,וזפיÿמ‎ל‎üפגכגצד,2015-3-19,ל,
243,9,9,üואûרודחןםה‎ז‏למשףאû,2016-4-20,454,8,תוסןאאתטת‏רכ‏ף‏ננüבג,2014-7-24,ל,
244,5,6,שס‏ךתדךûטסצרםסלץû,2014-12-3,4894,2,העילÿ‏חכצגהאצוקסא,2015-2-12,ל,
245,16,9,צ‏‏טÿחעûפקרךטהûגשבפךחÿ,2014-10-3,2467,1,ףתעםהûףבדלר,2013-8-9,ל,
246,9,5,ןשü‏יזזנ‎הרץאך,2016-12-14,4959,2,גנחללעב‎ÿיכק,2016-9-5,ז,
247,5,2,באאüא‎ûכםה‎והעûצנצצממח,2016-3-10,487,11,ףגמםשל‏ûתךאÿ,2013-4-28,ז,
248,8,3,צÿ‏אטפףדüÿûםשûקלובךזüם,2015-8-24,1700,2,שצפטןבלרתציכחאÿפמב,2013-11-23,ז,
249,21,3,אסא‎עב‎‎ןקתך‏יוךü,2015-6-13,2997,7,למצגו‎‎ףזüûםרברך,2016-6-20,ז,
250,27,6,נבןקצואחאתיעך‎,2016-10-17,751,12,םתתףכהחטüוכלגזצ‏ךך,2013-12-27,ל,
251,13,6,ûקרחתלהחלדûטקצז‎ץךג,2014-3-14,4361,17,ץןכיךטüחדטראנףה,2014-8-3,ז,
252,1,6,עזוחץüבקצחרלישאףקטןûגש‎י,2013-2-24,3221,1,הץהבדבט‎ץקÿמארצתהעע,2015-2-4,ז,
253,39,9,חמשיץיעקתםלתאל‎û‏סץ‎ûףÿ,2016-7-3,2595,10,גןכüמרנס‏ûי,2015-8-13,ז,
254,15,5,ךüראבאםרסכüüןםגוזץו,2013-5-18,4751,10,צûאזגקכלאךטמםנקא,2014-12-2,ל,
255,16,9,טרüךהüםûבכלüיüגאיפ,2013-10-15,2249,7,החטץןףגעתמתלÿüקדצו,2015-3-11,ל,
256,5,1,‏סנÿ‎מטו‏ףהצאערדÿטבחקמו‎,2013-12-13,3385,1,ןפטצאפעתךכחכ,2016-4-25,ז,
257,32,9,ממדצשי‎טטסזלתשע,2013-7-18,1953,2,ף‏טרנתשתמשס,2016-2-24,ז,
258,17,4,אניסםננכצךא‏שפךח,2014-9-26,1695,0,מקגאץקאמשח‎ים,2015-1-13,ל,
259,8,1,ÿד‎עקלפפתזרלזכמ,2013-12-28,3154,15,גחûהיימבןבםץטאסגצן,2015-11-25,ז,
260,12,6,‎נגûרפעצזןקחףח,2014-10-1,1724,15,כקפמהזבûÿטÿתק,2013-11-8,ל,
261,20,6,גםלתüחהÿז‏ÿעזןפתשרûאעך,2016-1-8,2687,15,אםפיגüםכךץנקחüהחש,2016-11-13,ז,
262,21,2,ממשוךיעקתיטרןוגדזתשûח,2014-7-1,1380,12,עוףזךû‎גופלךפרשÿא,2014-8-14,ז,
263,30,8,עםךצתזיתמםםז‎דÿפ,2014-10-22,59,8,ואינדההחח‏ד,2015-7-20,ז,
264,36,3,ÿץומûםûצדסקזי‏,2015-12-20,1380,16,‏üÿלרןז‎םףץגםזגהכאש,2013-5-9,ז,
265,14,5,פבÿהחפ‏אמץרתז‎עפרא,2016-1-18,627,16,דכ‎שאחמפזסûךטבלשüדכ,2016-6-27,ל,
266,27,1,ÿדםאאהÿמנינצזüץכשלעס,2016-4-21,2413,13,נü‏רÿקפ‏כץצהץבףל,2016-3-16,ז,
267,29,6,ףםםסלףלךדךלףיפאזדמ,2014-11-4,2742,5,ךמקלסטÿקחדüשצלצזשטסי,2015-2-4,ז,
268,29,7,אכסשוכםתיםüטחןשז,2013-8-13,4702,17,עףחףחפגזזנה,2014-1-18,ל,
269,33,6,בץםüשץתףüץגבÿגן,2015-2-1,4149,12,ץךעףשרעףפסכ‏סדגפÿ,2013-5-19,ז,
270,12,8,וחןûüüגסלפדףûכןשםזיח,2013-2-3,2320,10,רצךע‎וזדשב‎דףםץכלםן,2014-1-3,ז,
271,23,3,דûווגהÿץעפםנןכבןוףיץצרפיü,2014-2-19,368,16,‏ךןעכךûךיק‎ךקזזמם‎,2016-7-3,ל,
272,15,7,כהחויפ‎ûוזסתרדאûגפûאפ‎טדם,2014-7-10,4931,18,טהעץק‏קנהüכךתע,2014-10-13,ז,
273,38,1,אקקתüזדם‏נרûןךהט,2014-3-22,3057,7,זףבטמתךמת‎פ‎הר,2013-9-8,ז,
274,7,1,נפפûאקםלû‎שלםםץצ,2016-3-18,2896,15,קצזûûסûטףךמתתגחל,2016-12-21,ז,
275,9,3,‏ףיעידךוןלץםתזצתזךצÿכבבזû,2014-5-3,797,6,וûכנףיûרצחהךף,2014-11-14,ל,
276,29,6,ךםףבדםכןÿחץלעםועבÿסכ,2015-11-14,3028,10,חגן‎חûקיריטכפעשלםלא‎,2013-8-11,ז,
277,24,8,פאףבצלתץו‏ומזרבûûהÿקזי‎ר,2013-10-16,857,12,‏ûרפרקהיחרקת‏קמת,2015-3-18,ל,
278,9,3,עיבסככעפüמטûכעמףחפ,2013-10-1,1799,6,זדןףüץ‏פןקגחû,2015-10-26,ז,
279,5,3,םיםימזץפהÿÿתוüאכףמרשינוש,2013-6-8,4356,12,ד‏דוüמוחÿנבצמן,2016-11-25,ז,
280,15,9,עטûסנÿûגםתקגמץןדלץ‏,2015-1-12,4164,3,ûחק‎אהאזףאמפדüףûחטכü,2015-11-11,ז,
281,9,7,ךפתך‏גךלזזנ‏‏עטדםירעאע,2014-4-7,754,11,מ‏ןלרשקטיûפיש,2016-4-9,ל,
282,38,6,דשרטגדÿÿצÿםרדטשûח‎ûןץןן,2014-1-10,1734,14,ן‏ת‎תדûךדץשסמü,2013-5-27,ז,
283,39,8,ןיכזגרבץÿבמ‎üכו,2014-6-10,1136,2,ÿךגאח‎םרקחüתü,2016-8-15,ז,
284,30,1,ÿזÿ‎צבסûüלנ‏רכבגזסר‎,2014-10-5,612,10,תסהפ‎השי‎טבתק,2013-7-15,ז,
285,8,3,ףיצצפנחכעצערט‏üצרסראאזץ,2016-7-17,2734,5,רגאב‎‎עטתקצבקדושגכעד,2016-7-4,ל,
286,38,8,ÿüרגקלהוףחום‎בלע‏ןן,2013-5-16,130,18,זבךפקשבעעחץצה,2014-6-21,ל,
287,31,5,נמחנח‎‎גפןüחÿüלץüר‎מםםז,2013-1-10,956,1,פוטלו‎אוץרךספשסב,2015-4-15,ל,
288,19,5,עס‎סאü‎םפלנןÿשûצפ,2016-9-14,3903,7,ךפוץלדתלדכûבü,2014-3-10,ז,
289,39,1,צנעךששדףכ‎ךכûב,2013-4-23,3095,13,לÿףûזמכהרןדמזטרע,2014-3-26,ז,
290,6,5,סכמÿםץפבמ‏קגףצפקךח,2013-12-10,2462,5,ûחךשץציüידז‏ד,2014-9-14,ל,
291,8,5,סץםחחעÿûכÿיללדוüסûנ,2013-5-23,1886,5,סמכדÿןא‎כדבגאףדזרהין,2013-1-21,ל,
292,34,5,עינטישûעי‏בא‏ÿ‏ןהת,2014-12-9,4754,8,ךכךצזםחשףחףדךÿעתכחץק,2015-11-1,ז,
293,16,5,ףתלףףזחהÿןךחצזםÿגÿטûכףבץכ,2016-12-24,3635,17,אלהקשנכילשגי,2016-7-1,ז,
294,22,8,ÿ‏םחץיזצגקשהüשהםד,2013-10-6,3745,8,חףק‎זנפםוךהט,2013-3-28,ל,
295,14,4,דעפנהÿקזאן‏להונ,2013-12-11,3653,5,וספוצייםוזתחמÿ,2013-6-21,ל,
296,24,4,בעוזחיבנסמחש‎קךבתחךסשצן,2014-12-26,853,9,םהציטרנבףבת,2014-6-20,ז,
297,33,2,רדקלכדןגףספזעקתךÿÿץולוüאז,2013-11-24,4949,3,נוןד‎ûללטלחנצף,2015-10-2,ז,
298,9,6,גüמח‎כûמüםüאמהעהיûץיפס,2014-12-12,1741,19,הףצלתםסüחמעמנûקתü,2016-10-6,ז,
299,28,1,עצאנלהחךןבשקûבכילאתתÿצםה,2016-12-12,212,6,לüןÿהיפפ‎פכ‎ףüן,2013-7-13,ל,
300,11,6,עוזטזםהםץÿך‏ףפויהםשל,2013-8-10,516,8,ךחזףÿץססטלע,2013-5-1,ל,
301,16,1,זüכתדצהרצ‏מץכü‎יכ,2016-12-26,4580,18,תהץטךובפüנÿÿדûרוב,2014-8-4,ל,
302,8,7,גלהיבעÿלשגלף‎מÿןחרזטלעתה,2016-9-10,3766,9,דץשמüÿבהנ‏ספהש‏לüמזח,2014-8-26,ז,
303,6,9,לםםץעןךרüףר‏גÿתךהו,2016-7-10,1040,10,וÿûÿאב‏ûץגü‏שץן,2015-10-15,ז,
304,23,9,טלשררככעתüתבפרחץטיח‎,2014-3-22,4565,16,רבלךגסנÿתובחû,2016-7-24,ל,
305,15,3,מךסûךזמןךנינצחרך,2013-10-20,1347,0,הנבגק‏יקמףüחאûוהדחז,2015-8-4,ז,
306,30,4,סץנרדככנהנהפעü,2016-9-12,548,5,גÿ‏טהצוץûתüח,2015-3-13,ז,
307,5,3,מםלולעü‎םסûסגחאיüכרפזסקה,2013-12-13,633,14,רדסוÿגנסאסקחגדש‎ן,2016-3-21,ל,
308,29,2,כופאג‎צרüהדעסהחקןג,2014-9-22,4147,12,ףםתקושמןÿטסüץלרמך,2013-4-9,ז,
309,3,2,סרךעסבץûץצפכאבץזûפעםלל,2015-6-7,3152,13,נץמקנüהקך‏לף‎מאך‎,2013-3-9,ל,
310,5,4,נח‏סדת‎כםפמבעץ‏üדשחü,2015-11-15,1578,8,ןלטחÿיטוףמ‏רקא,2014-12-6,ל,
311,18,4,יהûן‏üלמה‏טףלכÿüו‎לטחגתחע,2016-7-17,3306,16,עזקךלבוגאנףבו‏,2013-6-18,ז,
312,15,9,ורחצךüךבי‎ןûתג,2014-7-10,474,12,זךעןכמףךא‎תקנט,2016-7-4,ז,
313,2,6,‎םזןםץזיםודמלדרûÿÿכןקסא,2013-6-11,476,19,מםתטירכבאע‏‏בדןא‎טץ,2016-5-17,ל,
314,20,3,םףבוהצÿקוטךתקוש,2013-1-14,2236,10,ןחחדחגישךו‎מ,2016-12-28,ז,
315,8,2,חגרפûגטעףבקךÿבי‎כןךק,2013-4-23,3265,0,טרנדו‎טבûמ‏אצ,2015-8-23,ז,
316,24,4,כעצמכרףנג‏אלבגףףכיןכüסךז,2014-7-20,817,14,קכצמלםמץםיüüÿ,2014-10-28,ז,
317,31,2,זטגדו‎ללץמûüספסתץ,2016-10-16,3339,19,דהאהגתןדשףבץמרל,2013-4-16,ל,
318,22,2,אהüשיצהועןüצüÿזמכזמÿ‏‏ר,2016-5-12,3095,18,עÿלצר‎ÿצםזףסרם,2013-2-14,ז,
319,25,2,צעזהכזץרלוםטנüÿפזנדההלםל,2013-12-21,4782,18,חאשףגןםנ‏הצגטזכם,2016-9-10,ל,
320,33,3,תםסûחשעיםקחÿלשטט,2016-12-19,597,19,ףרייולףüקףדת,2014-9-9,ז,
321,9,1,‎כנדפץדץבזי‎צרÿצ,2014-11-14,4213,7,ץנûפםוÿ‎סתג,2016-5-26,ל,
322,4,6,ללגלתüט‎üקמבענףישאפלüפ,2015-10-22,2880,16,פסשרחבנüûחüזתץעאץז,2014-11-13,ז,
323,23,7,ץס‏חנצסךןהךûלüץגבבשתכם,2015-1-10,4907,6,רוןפךחברץדפדגןû,2016-6-9,ל,
324,36,6,‏ובחקסמוךמפÿü‏ûךשחÿה‎,2013-4-11,716,4,יאאהגüגאחÿû,2013-12-19,ז,
325,13,3,סןדןüפÿץאטו‎תדüהחüםü,2015-3-4,4601,4,ומףע‏פקמûכא‏‏הפלא‏אק,2016-4-9,ל,
326,31,3,ץÿןלשףצווףןץארץûו,2016-3-4,2204,7,חךאלןדגגש‎וחו,2016-11-23,ז,
327,3,2,צמהץפןהזמתÿחצדגבÿבüרסם,2015-7-5,3622,0,םרנלÿ‏זףפזüךוץע,2013-10-11,ל,
328,17,1,ÿןדםמÿüחצהפךט‏ûûוצ,2016-6-19,2532,15,‏נמטלקאüץנרוב,2013-11-6,ז,
329,34,5,עüנךכחטשü‎לûיאחהוחאטודק,2015-5-8,1673,0,צנהפנזץÿמכוץ‎םצ‎קט,2015-4-5,ז,
330,24,6,יÿםגקסזלפüקאזדיףץ‎יכגצבÿת,2015-11-26,2747,2,ÿץנצףהחיק‏חהץ,2013-6-14,ל,
331,8,1,סעהü‏ו‎‏כהטברהתץ‏במר‎,2013-9-7,2614,3,ÿצ‎עגץזזר‎נגûןכגיג‏ה,2013-6-15,ל,
332,39,8,ףרםנעûהכÿקאזחüהדמוכטûףז,2015-7-11,3078,10,ש‎והנאז‎םנÿשטתשל,2013-12-13,ל,
333,15,1,ûחלסשמףזûüחסטסשמפ‎ג,2015-4-12,1482,15,üיהרבםבךםüתפת,2015-6-9,ז,
334,14,6,ג‏נ‏פגüסשתשחטר,2015-7-15,2195,3,מ‎םןוהפממץץחםקףהר,2016-9-28,ז,
335,32,3,üמטûסףסקנשפעקרקומך‏ע,2014-7-24,4156,10,עתקץטקאפ‏‏פדעהüצץזר,2013-6-2,ז,
336,14,2,מי‏אכהאיחסץןüע,2014-4-26,1539,12,û‎רענגתקארחחפעץ,2013-6-28,ז,
337,20,7,ו‎שן‎ןתוכץףצזÿחחכ,2015-8-14,4974,16,ןןךצחזהןםבט‎ץץםם,2013-5-25,ל,
338,35,6,וקüמדץבהפיענשגמאר‏סרסך‏שץ,2016-12-16,1387,1,שףתפהז‎סû‎חזבשגז,2013-12-14,ל,
339,5,1,ÿûתקחםיûאצקקüכצבמל,2016-4-25,886,8,פüתככטךהבüדפבמ,2015-8-9,ל,
340,16,8,כשיÿÿכףדזץפאםהקורÿשלהתךנן,2014-10-12,954,13,ûםשüלüÿנ‎יאצפ,2015-10-12,ל,
341,12,3,חשזא‎צךברנ‏בבר‎ה,2016-5-6,4466,3,י‏ץüסוüןאתתו,2016-5-5,ל,
342,32,8,ÿןתקפלח‏צכבכשרףםךהקיח,2014-3-11,2527,17,נüג‏ףמ‏ץוךנמסג,2016-10-10,ז,
343,31,2,üךןב‎גתכÿששוךםÿטוץüעב,2013-10-14,4848,8,בקטחגתלצםקקםר‏י,2015-9-16,ל,
344,19,6,ûץחבפטץבםךבדשצמם,2013-4-18,1975,8,‏ףצץסדךמילר,2014-8-19,ל,
345,4,8,נüüגסףנüÿנאüסההחישקÿכםזם,2013-9-12,2853,12,לךלדרüצזסןגף,2015-4-27,ז,
346,8,9,ץףתמוצץקגדיטד‏תיח‏תסצשןÿו,2014-7-4,1834,7,üעל‎üאÿמיצזÿלט,2014-5-24,ז,
347,11,5,לןדאמזדיץכחמרכמûהלÿעור,2014-2-7,3225,5,הוÿךנüףכצנזזנדדו,2015-1-8,ז,
348,11,6,תרגזבננקצמרקרךחטךהוזכעוז,2013-3-19,671,0,לךיפלחבבובט,2014-9-3,ל,
349,24,9,הבםכבוצקבמתןצûספחה‎עזז‏ü,2015-10-6,2704,17,ש‏אצס‎מןבÿקח,2016-11-11,ל,
350,7,2,ן‏מצחהעםתטעוךננטישוü,2014-9-14,1122,17,האדיתסüקדûל‏ךע,2016-2-8,ז,
351,2,6,דגלךסךÿסתפתתפךלולפן,2015-5-2,3572,0,סדÿחיגטשכףפקלדל,2016-4-25,ז,
352,31,1,אקÿמשאבנבזאזגסמל‏עךץכץ,2014-1-5,3121,4,דבולפרו‎כסברנ,2014-5-25,ז,
353,30,5,סציûרע‏‎לנבהזליקחשמ,2013-6-11,4981,16,‏לגכÿיםטםמל,2016-5-12,ל,
354,15,6,ףירטץהבבךבקץם‎קתכבףןפל,2013-10-22,3962,10,שו‎מÿףמחמנקחרצüש,2015-3-23,ל,
355,11,3,ûידץלעןüרחÿûםסםצסיץוטץ‎ם,2013-6-28,4414,7,צ‎פפקץצצבךבקקÿ,2015-9-18,ל,
356,22,1,עלך‎עûף‎ûÿםוהה‏,2013-6-11,1062,9,סןצןחום‎גחטזû‏‏ףכמ,2015-2-28,ל,
357,28,7,ןפקויוזסקדץסקוכשתזיü,2015-1-5,2365,6,אוüצûהמםיûט,2016-6-22,ל,
358,30,8,ןכלתנüדשזהילûûטחזחûוהדוןך,2016-12-21,1834,4,חץיזםנעüריש,2016-12-4,ז,
359,13,1,פךüרüץכרףיאהנפהנ,2016-4-23,1522,17,גלןנ‎שםכעזהמנף,2015-1-18,ל,
360,22,4,ÿז‎בטכךטןאלÿצן,2014-8-12,4061,3,לÿסכüüמצקץמצע,2016-9-28,ל,
361,23,2,ÿטעצנאח‎ךטףנלםתףüףזצ,2016-3-14,2685,10,נ‏עךץכשןקנבךםÿםוטךמ,2016-6-6,ז,
362,1,8,דכףלגןימףץךןזÿהצעצמםללÿג,2014-10-11,4693,8,שףדכתךןמק‏עחיפמאÿמכ,2016-1-23,ז,
363,4,6,ץ‎ימפנדÿ‏קשבץהג,2013-8-17,2330,0,רעאףסזכגתןזלי,2015-11-11,ל,
364,34,3,שרקûרעגיאוולסהצף,2014-4-1,2151,4,הדנשדחהבüטר‏ץךף,2016-2-21,ל,
365,25,4,ףüקעעםשיסד‏ותמזצםה,2014-7-6,2277,6,ûביצקי‎ץההךשüףתןה,2016-6-21,ל,
366,24,7,ךךץÿןהטבתסץאזףהשמדרןקוצדס,2013-2-13,297,2,טדûכüצףםשרוףרלצ‎טר,2014-6-26,ל,
367,25,3,אתךע‏געüאאיותךתתûחיזסûן,2014-4-27,1324,18,מדמתשטךוÿüץךÿץבה,2015-8-13,ז,
368,35,2,‎כדומתףÿגפגקזבךףרûל,2014-9-27,1256,13,סלצצסאדשלבדיוüהעז‏ם,2014-7-15,ל,
369,38,9,üגןשץטנבאüיסבלטסלהןטאüל,2015-7-19,12,2,אל‏שבנגûסק‎פיןתץ‏וûט,2013-5-24,ל,
370,12,4,‎יÿÿטוסנ‎כלשצאןךקוךה,2016-12-26,382,6,איÿüץטטמûהחצ,2014-4-9,ז,
371,1,6,‎‏מפצבק‏אחûקטרמעגטדאמ,2014-4-25,1161,19,שזפפזממעסז‏û,2016-2-16,ל,
372,37,7,ץüגמגלנן‏ûרקחאז,2014-5-28,4461,18,צüטר‎אנדנךכחזגסםפ,2013-8-15,ז,
373,3,5,מעיכהעםשלבחצץחנזאנרלר,2013-9-24,3930,11,כפטסÿכףההרףםלûüדü,2015-2-23,ז,
374,29,1,לשטךוüפיבהידכ‏נךüנךםÿך,2014-5-12,1597,19,ססכ‏מסüסדךןדלץ,2014-4-6,ל,
375,21,5,ף‏ץתבפףד‏קüיבסטüךעפםץץ,2016-8-24,1084,5,ט‏ריךרלוךגצפüלץ,2016-12-25,ז,
376,14,1,ûכהםהÿûןםףןאןמ‎ÿ,2013-8-27,798,2,אןÿחשקנקשגמהבÿתראםח,2016-2-27,ז,
377,1,9,םךלטûרסךדüנזÿץ,2013-8-22,3841,17,יזחזנניאחüפפופצסמûר,2013-7-25,ז,
378,14,7,זקרכ‏ערסרדמרכןקץךףםמנטץ,2016-5-2,1458,1,ותשפכÿחנדסאתככו‎עכ,2014-12-8,ז,
379,12,9,תלזצ‎רחזצנעסףאןןüüצזםאהס,2014-4-4,4065,1,קבדך‏‏שושזס,2014-12-13,ל,
380,1,8,ÿםף‎‏נכץûיןÿצכףףתאכו,2013-12-23,2543,8,üנ‎וסץדûתקהÿק,2014-9-6,ל,
381,7,4,אףזקץפאפ‎טודרתובוÿנמעüיףף,2014-5-21,3993,9,ץוךןרזעûז‏שםץהץרשזה,2016-2-25,ז,
382,3,2,ךעגהûןצכÿ‎טדחנךכ,2016-10-10,983,1,ץûכזגריםםץמאדג,2016-5-4,ז,
383,27,2,קûחטךודטךÿה‎לü‏ףץאü,2016-9-9,4233,11,ינקרדח‎טקטטדןאתץ,2015-8-9,ז,
384,33,6,הגטÿעוץשבÿסטנדץנ,2015-7-24,273,3,ץחןמÿןו‏עללרûטמח,2013-3-27,ז,
385,11,5,בחפגוטםוץיקארחך‎‏‏דצי‎חים,2016-11-7,3628,11,יזזסüחקגÿאדסעגכס,2014-10-12,ל,
386,10,8,וכÿüו‏דפקתרתןףננש,2015-9-10,575,6,ףליזבסמ‏יחתזהקךÿוקה,2015-4-19,ז,
387,17,9,טנמחףüחגמ‎חקלסהר,2014-2-20,3943,5,צצמיגםתרבליהמסףûןü,2013-11-28,ל,
388,23,6,ÿזס‏‏פ‏ן‏בקו‎שחטרüאץחעû,2016-12-19,3290,4,צסםדעהÿוגערץוף‏מק,2014-6-16,ל,
389,21,9,שוûüשנעזסמךםללהבלףשדב,2014-4-25,2466,3,ÿûערףנÿןעאבםןז‏מו,2013-6-4,ז,
390,31,4,ע‎צמףךאתיצרהש‏ףרלüפבםüך,2013-8-5,2977,10,ע‎הטדלץצנüתלדזקךכי,2013-6-22,ז,
391,16,3,שח‏גמפסÿצ‎ןרעעûפאהעלה,2014-3-18,4559,12,עאץטםףםנזקץש,2016-6-16,ז,
392,28,3,ט‎ףאבצתףלזקשÿûךהפרבשןב‎אא,2015-1-17,3467,9,כזפ‎ץגכסכמג,2014-3-25,ל,
393,21,6,ויףהûחÿמךסתנםחקüאחם‎ףנךת,2015-12-27,2541,0,צףûצגצû‎שךפנ,2013-11-2,ל,
394,32,4,קןתצÿששבÿןץפץיצ,2016-2-17,2215,5,צ‏ûûוףץûצפתרדאûחÿףץ,2013-9-26,ז,
395,6,7,הרהצןמ‏נהüחאק‏ש,2014-4-12,1057,16,ןדןÿדלבא‎יכח‏זעע,2014-11-6,ל,
